Time,Country Name,Country Code,Adjusted net national income (annual % growth) [NY.ADJ.NNTY.KD.ZG],Adjusted net national income per capita (annual % growth) [NY.ADJ.NNTY.PC.KD.ZG],CO2 emissions (kg per 2015 US$ of GDP) [EN.ATM.CO2E.KD.GD],CO2 emissions (kg per 2017 PPP $ of GDP) [EN.ATM.CO2E.PP.GD.KD],CO2 emissions (kg per PPP $ of GDP) [EN.ATM.CO2E.PP.GD],CO2 emissions (kt) [EN.ATM.CO2E.KT],CO2 emissions (metric tons per capita) [EN.ATM.CO2E.PC],"CO2 emissions from electricity and heat production, total (% of total fuel combustion) [EN.CO2.ETOT.ZS]",CO2 emissions from gaseous fuel consumption (% of total) [EN.ATM.CO2E.GF.ZS],CO2 emissions from gaseous fuel consumption (kt) [EN.ATM.CO2E.GF.KT],CO2 emissions from liquid fuel consumption (% of total) [EN.ATM.CO2E.LF.ZS],CO2 emissions from liquid fuel consumption (kt) [EN.ATM.CO2E.LF.KT],CO2 emissions from manufacturing industries and construction (% of total fuel combustion) [EN.CO2.MANF.ZS],CO2 emissions from solid fuel consumption (% of total) [EN.ATM.CO2E.SF.ZS],CO2 emissions from solid fuel consumption (kt) [EN.ATM.CO2E.SF.KT],CO2 emissions from transport (% of total fuel combustion) [EN.CO2.TRAN.ZS],Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE],"Community health workers (per 1,000 people) [SH.MED.CMHW.P3]",Current health expenditure (% of GDP) [SH.XPD.CHEX.GD.ZS],Current health expenditure per capita (current US$) [SH.XPD.CHEX.PC.CD],GDP (constant LCU) [NY.GDP.MKTP.KN],GDP (constant 2015 US$) [NY.GDP.MKTP.KD],GDP (current LCU) [NY.GDP.MKTP.CN],GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %) [NY.GDP.MKTP.KD.ZG],"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate) [SL.UEM.1524.ZS]","Unemployment, youth total (% of total labor force ages 15-24) (national estimate) [SL.UEM.1524.NE.ZS]","Unemployment, total (% of total labor force) (modeled ILO estimate) [SL.UEM.TOTL.ZS]","Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]","Inflation, GDP deflator: linked series (annual %) [NY.GDP.DEFL.KD.ZG.AD]",Consumer price index (2010 = 100) [FP.CPI.TOTL],Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP1.ZS],Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%) [SH.UHC.NOP2.ZS],Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%) [SH.UHC.NOPR.ZS],Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.10.ZS],Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%) [SH.UHC.OOPC.25.ZS],Out-of-pocket expenditure (% of current health expenditure) [SH.XPD.OOPC.CH.ZS],Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49) [SG.VAW.1549.ZS],"Mortality rate, infant (per 1,000 live births) [SP.DYN.IMRT.IN]",Lending interest rate (%) [FR.INR.LEND],"Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Suicide mortality rate (per 100,000 population) [SH.STA.SUIC.P5]","Wage and salaried workers, total (% of total employment) (modeled ILO estimate) [SL.EMP.WORK.ZS]","Vulnerable employment, total (% of total employment) (modeled ILO estimate) [SL.EMP.VULN.ZS]","International tourism, expenditures (current US$) [ST.INT.XPND.CD]","International tourism, expenditures (% of total imports) [ST.INT.XPND.MP.ZS]","International tourism, number of departures [ST.INT.DPRT]","International tourism, number of arrivals [ST.INT.ARVL]","Stocks traded, total value (% of GDP) [CM.MKT.TRAD.GD.ZS]","Stocks traded, total value (current US$) [CM.MKT.TRAD.CD]","Stocks traded, turnover ratio of domestic shares (%) [CM.MKT.TRNR]"
2015,Singapore,SGP,,,0.147510,0.091970,0.094370,45431.900000,8.208110,,47.058490,21411.613000,84.147580,38287.147000,,3.852370,1752.826000,,62379.854570,,4.180700,2279.017090,423444100000.000000,307998545269.398000,423444100000.000000,307998545269.398000,2.976800,3.790000,9.363000,9.350000,3.790000,-0.522620,3.071960,3.071960,113.219590,,,,,,33.085450,,2.200000,5.350000,99.784900,96.825490,9.000000,86.009610,8.273200,23658000000.000000,5.083970,9125000.000000,15231500.000000,64.295910,198030460000.000000,30.944390
2015,Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,2592020964.636820,1417888712.180620,2538020794.803310,1417888712.180620,0.105810,,,,,0.330030,4.007790,4.007790,114.014220,,,,,,,,,,,,,,,118000000.000000,10.412520,,2407000.000000,,,
2015,Slovak Republic,SVK,3.776290,3.677710,0.345930,0.196840,0.188660,30753.700000,5.670140,,28.894770,8885.141000,25.722660,7909.719000,,41.475860,12753.826000,,37650.024960,,6.782290,1108.878170,80126048000.000000,88900883130.837400,80126048000.000000,88900883130.837400,5.167180,11.492000,26.566000,26.522000,11.490000,-0.325220,-0.216510,-0.216510,108.736630,0.050000,0.060000,1.200000,2.650000,0.040000,18.443570,,5.100000,,,,12.400000,84.842730,12.039150,2266000000.000000,2.878590,2777000.000000,14936000.000000,,,
2015,Slovenia,SVN,0.400050,0.324590,0.304810,0.188390,0.201330,13139.700000,6.367580,,11.555090,1521.805000,49.199610,6479.589000,,32.131500,4231.718000,,16103.858180,,8.498240,1775.860840,38852641000.000000,43107506024.325400,38852641000.000000,43107506024.325400,2.210080,8.975000,16.431000,16.287000,9.000000,-0.525550,1.005040,1.005040,105.947120,0.000000,0.000000,0.530000,2.510000,0.310000,12.498780,,2.100000,,,,21.000000,83.284560,14.225070,1370000000.000000,4.612080,4909000.000000,3022000.000000,0.845630,364530000.000000,6.040280
2015,Solomon Islands,SLB,3.552210,0.968730,0.232510,0.195820,0.201540,304.100000,0.496360,,0.000000,0.000000,61.510970,190.684000,,0.000000,0.000000,,780.410110,,4.448800,94.911660,9438800000.000000,1307909887.552120,10351700000.000000,1307909887.552120,1.676150,,1.273000,,0.726000,-0.574470,3.357770,3.357770,125.284010,,,,,,3.093110,,19.400000,10.478330,,,15.200000,30.606630,68.335320,60700000.762940,9.785510,,21600.000380,,,
2015,Somalia,SOM,,,0.092510,0.032510,0.033010,646.200000,0.046950,,0.000000,0.000000,97.034460,630.724000,,0.000000,0.000000,,25760.900160,,,,218001391855105.000000,6984947145.093690,155444777466069.000000,6984947145.093690,9.946800,,33.174000,,18.387000,,6.899270,6.899270,,,,,,,,,83.700000,,,,8.000000,46.181180,47.548540,,,,,,,
2015,South Africa,ZAF,4.057410,1.921470,1.225990,0.547780,0.560100,425063.100000,7.607190,,2.347540,9974.240000,14.291530,60721.853000,,91.031150,386773.158000,,530523.082700,,8.053040,499.363340,4420792517400.000000,346709790458.563000,4420792525200.000000,346709790458.563000,1.321860,22.869000,41.999000,41.997000,22.870000,4.540640,5.545530,5.545530,130.288810,,,,,,5.736390,,29.400000,9.416670,98.955780,94.367920,24.500000,76.678810,18.784180,5734000000.000000,5.688330,,13952000.000000,67.488260,233988400000.000000,31.794270
2015,South Sudan,SSD,-7.781690,-7.625290,0.164150,,0.148850,1969.400000,0.175930,,0.000000,0.000000,98.655330,1943.510000,,0.000000,0.000000,,52511.745930,,,,15986592400.000000,11997800760.224200,43242473500.000000,11997800760.224200,-10.793370,,19.210000,,12.411000,52.766330,17.689330,17.689330,331.747110,,,,,,,,63.800000,13.780390,,,3.600000,7.509790,90.775690,759000000.000000,23.025960,,,,,
2015,Spain,ESP,4.785560,4.866890,0.215070,0.148120,0.158620,257251.200000,5.538860,,21.929310,56200.442000,53.292260,136577.415000,,19.602740,50237.900000,,326263.074900,,9.126430,2349.119870,1078092000000.000000,1196156971279.690000,1078092000000.000000,1196156971279.690000,3.838520,22.058000,48.356000,48.332000,22.060000,-0.500370,0.545320,0.545320,106.511930,0.000000,0.000000,1.450000,7.020000,1.550000,22.296970,,2.800000,,99.655680,98.143260,7.900000,82.715720,12.312610,,,17625000.000000,109834000.000000,81.794990,978396430000.000000,124.289380
2015,Sri Lanka,LKA,,,0.225990,0.073870,0.075160,19240.900000,0.901780,,0.000000,0.000000,67.540520,13751.250000,,25.647390,5221.808000,,31300.283720,,3.889920,146.950320,11566987369000.000000,85140955388.850900,11566987369000.000000,85140955388.850900,4.205960,4.519000,19.261000,20.137000,4.520000,3.768370,3.014380,3.014380,131.365950,,,,,,48.932150,,7.500000,6.957500,,,15.100000,56.146730,40.750280,2152000000.000000,9.353890,1356000.000000,1993000.000000,2.106250,1793280000.000000,8.619840
2015,St. Kitts and Nevis,KNA,,,0.248270,0.176290,0.187110,237.600000,4.971750,,0.000000,0.000000,97.786670,234.688000,,0.000000,0.000000,,334.137700,,5.117980,1026.508060,2177860000.000000,957025925.925930,2583970000.000000,957025925.925930,0.714020,,,,,-2.301880,-0.306940,-0.306940,105.657990,,,,,,57.089500,,14.200000,9.296920,,,,,,52000000.000000,9.876160,,1036000.000000,,,
2015,St. Lucia,LCA,,,0.277330,0.198400,0.206570,501.200000,2.853840,,0.000000,0.000000,108.080000,410.704000,,0.000000,0.000000,,826.190560,,4.576140,471.624300,5048640000.000000,1807225925.925930,4879510000.000000,1807225925.925930,0.101910,,47.037000,,20.789000,-0.983600,3.206850,3.206850,111.349560,,,,,,49.561130,,19.600000,8.855420,,,8.700000,70.913010,23.949020,76000000.000000,9.019150,,1031000.000000,,,
2015,St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,587820000.000000,,,,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,St. Vincent and the Grenadines,VCT,,,0.313390,0.181950,0.186310,246.500000,2.314950,,0.000000,0.000000,100.009090,220.020000,,0.000000,0.000000,,326.941480,,4.114120,303.942540,2188120000.000000,786555555.555560,2123700000.000000,786555555.555560,2.785100,,41.209000,,19.093000,-1.733610,-0.733840,-0.733840,105.072820,,,,,,33.553320,,15.300000,9.302750,,,3.300000,73.709870,20.489810,40000000.000000,9.601470,,207000.000000,,,
2015,Sudan,SDN,4.517670,1.319710,0.226620,0.106920,0.111640,19259.200000,0.504550,,0.000000,0.000000,100.945510,17968.300000,,0.000000,0.000000,,103118.593100,,7.267690,122.027530,20992592700.000000,84984666745.108000,512094910900.000000,84984666745.108000,1.910180,,32.324000,,17.055000,16.909570,14.022560,14.022560,349.819750,,,,,,63.225540,,45.300000,,,,3.900000,38.796680,58.635310,195000000.000000,1.921770,,741000.000000,,,
2015,Suriname,SUR,,,0.531400,0.252210,0.283090,2724.100000,4.733660,,0.266690,7.334000,59.605420,1639.149000,,0.000000,0.000000,,4352.376440,,5.808080,517.384950,17515000000.000000,5126237646.220720,17514647000.000000,5126237646.220720,-3.411100,7.220000,13.068000,13.410000,7.220000,6.893900,4.852480,4.852480,139.224440,,,,,,21.998530,,18.300000,12.616670,,,24.800000,77.545090,18.879680,128000000.000000,4.773200,,229000.000000,,,
2015,Sweden,SWE,3.553120,2.463860,0.077450,0.078390,0.081300,39120.100000,3.992180,,4.228280,1657.484000,69.083660,27080.795000,,20.523970,8045.398000,,51265.792530,,10.804180,5598.681640,4260470000000.000000,505103781349.757000,4260470000000.000000,505103781349.757000,4.489280,7.432000,20.345000,20.401000,7.430000,-0.046790,2.121180,2.121180,103.594820,,,,,,14.902820,,2.400000,,,,15.700000,89.745520,6.678570,,,,6482000.000000,,,
2015,Switzerland,CHE,3.839580,2.664230,0.056320,0.070170,0.072320,39090.800000,4.719750,,16.733100,6530.927000,67.768570,26450.071000,,1.287160,502.379000,,48392.165730,,11.007950,9382.791020,668006382000.000000,694118186379.628000,668006382000.000000,694118186379.628000,1.644630,4.801000,8.822000,8.817000,4.800000,-1.143910,-1.265060,-1.265060,98.171780,0.000000,0.000000,1.620000,7.950000,0.290000,25.858150,,3.700000,2.680830,,,15.000000,85.024910,10.268790,19675000000.000000,5.309580,22086000.000000,9305000.000000,137.616230,955219290000.000000,62.871360
2015,Syrian Arab Republic,SYR,,,1.533890,,,25260.700000,1.315310,,30.642830,7979.392000,72.044440,18760.372000,,0.014080,3.667000,,44503.587620,,,,717186000000.000000,16468399173.000600,4783661000000.000000,16468399173.000600,-4.179790,,36.359000,,14.246000,,38.214550,38.214550,,,,,,,,,25.800000,,,,1.700000,61.677530,35.626360,,,,,,,
2015,Tajikistan,TJK,1.476750,-0.876990,0.592980,0.194400,0.184160,4904.800000,0.575410,,0.154080,7.334000,53.233130,2533.897000,,36.978150,1760.160000,,12418.625330,,6.907360,63.639900,5474500000.000000,8271431932.392050,50977800000.000000,8271431932.392050,6.019300,,17.802000,,7.554000,5.714560,6.866250,6.866250,140.152000,,,,,,62.578890,,32.600000,25.836260,,,4.100000,69.018110,27.418840,,,16000.000000,414000.000000,,,
2015,Tanzania,TZA,13.312470,9.603090,0.227060,0.091530,0.091720,10765.900000,0.204900,,14.335490,1675.819000,77.072870,9009.819000,,5.834580,682.062000,,80273.028970,,3.649700,32.909850,94349315551900.000000,47413919817.124000,94349315691600.000000,47413919817.124000,6.160630,,3.643000,,2.129000,5.588170,7.591360,7.591360,158.021010,,,,,,25.829070,,41.000000,16.105000,85.755140,77.887230,4.200000,13.528510,83.997220,1288000000.000000,10.326980,,1137000.000000,,,
2015,Thailand,THA,,,0.669960,0.240250,0.247280,268853.300000,3.824680,,32.864730,86460.526000,43.778750,115173.136000,,24.582340,64671.212000,,393386.998300,,3.852290,219.919110,9521426000000.000000,401296238228.084000,13743480000000.000000,401296238228.084000,3.134050,0.597000,3.151000,3.103000,0.600000,-0.900430,0.722110,0.722110,110.343340,0.000000,0.030000,0.620000,1.880000,0.360000,11.910620,,9.300000,4.731880,98.146630,92.868310,8.000000,48.422810,48.732010,9539000000.000000,4.151620,6794000.000000,29923000.000000,67.610080,271316690000.000000,77.786190
2015,Timor-Leste,TLS,,,0.274070,0.112010,0.125410,437.200000,0.362580,,0.000000,0.000000,82.357210,502.379000,,0.000000,0.000000,,6708.725590,,7.672170,101.420630,1595205200.000000,1595205100.000000,1595205100.000000,1595205100.000000,2.797270,,12.537000,,4.451000,0.646150,7.202730,7.202730,142.948420,,,,,,7.359300,,51.500000,13.496670,,,3.500000,29.971730,68.896210,100000000.000000,7.577670,,61599.998470,,,
2015,Togo,TGO,13.455700,10.649430,0.317200,0.127900,0.129600,1825.600000,0.244290,,4.029670,73.340000,99.734340,1815.165000,,0.000000,0.000000,,6973.128780,,4.956470,37.412050,3452297273790.970000,5755457836.018660,3402694000000.000000,5755457836.018660,5.468030,2.204000,4.290000,3.878000,2.200000,2.585000,2.202710,2.202710,111.179750,4.920000,2.420000,5.220000,26.450000,4.420000,57.512150,,50.900000,5.154170,84.290110,63.745620,9.700000,22.965470,73.459500,53000000.000000,2.192710,,273000.000000,,,
2015,Tonga,TON,3.061270,3.550740,0.251490,0.183470,0.188830,109.900000,1.035600,,0.000000,0.000000,110.010000,121.011000,,0.000000,0.000000,,253.507130,,4.473270,169.948880,924213900.000000,437003078.563580,849146800.000000,437003078.563580,1.171890,,5.833000,,2.025000,-1.054000,5.283370,5.283370,109.873460,,,,,,6.651150,,10.600000,8.236840,,,4.600000,47.006950,39.056180,32400001.525880,12.611960,,72599.998470,,,
2015,Trinidad and Tobago,TTO,,,0.788520,0.479130,0.524210,21310.600000,14.594530,,191.956930,40810.043000,23.647490,5027.457000,,0.000000,0.000000,,32832.586090,,6.022670,1039.057500,187500600000.000000,27026080986.578000,172361534100.000000,27026080986.578000,-0.777480,2.428000,5.833000,5.862000,2.430000,4.661220,-8.733600,-8.733600,133.630700,,,,,,41.306020,,17.500000,8.182500,,,10.200000,77.769380,16.759590,253000000.000000,2.422360,,519000.000000,,,
2015,Tunisia,TUN,5.524510,4.348260,0.690860,0.254550,0.261330,31627.400000,2.736460,,39.030620,11580.386000,45.778790,13582.568000,,0.000000,0.000000,,42882.929280,,6.244530,247.340780,89802183440.000000,45779494041.929500,89802200000.000000,45779494041.929500,0.967700,15.159000,35.052000,35.038000,15.160000,4.437370,4.213840,4.213840,124.284790,0.040000,0.470000,2.520000,16.740000,2.360000,39.497000,,14.800000,,,,3.100000,73.605200,19.658410,767000000.000000,3.446610,,5359000.000000,,,
2015,Turkiye,TUR,,,0.408900,0.173370,0.174750,353413.800000,4.518290,,25.655130,90200.866000,26.034770,91535.654000,,37.823530,132983.755000,,433860.530500,,4.116900,446.763030,1535607237100.000000,864313810469.009000,2350941343300.000000,864313810469.009000,6.084490,10.304000,18.133000,18.536000,10.240000,7.670850,7.844920,7.844920,146.067830,0.060000,0.080000,0.660000,3.510000,0.500000,16.948730,,11.100000,,99.494390,95.601420,2.300000,66.864080,28.595650,5635000000.000000,2.456690,8751000.000000,41114000.000000,40.458070,349684710000.000000,185.153660
2015,Turkmenistan,TKM,,,1.781510,0.881970,0.837060,63777.600000,11.060150,,67.840520,48899.445000,27.924750,20128.163000,,0.000000,0.000000,,203460.494000,,5.117210,390.994510,48257505100.000000,35799714285.714300,125299000000.000000,35799714285.714300,6.500000,,8.900000,,4.016000,,-5.153300,-5.153300,,,,,,,71.071380,,36.600000,,,,6.300000,67.271940,29.516510,,,,,,,
2015,Turks and Caicos Islands,TCA,,,,,,,,,,0.000000,,205.352000,,,0.000000,,,,,,889373800.000000,942070000.000000,942070000.000000,942070000.000000,11.314830,,,,,,0.623170,0.623170,,,,,,,,,4.400000,,,,,,,,,,1316000.000000,,,
2015,Tuvalu,TUV,,,0.209170,0.181700,0.187010,7.700000,0.707920,,0.000000,0.000000,110.010000,11.001000,,0.000000,0.000000,,21.429280,,13.527330,457.813260,53000000.000000,36811936.082460,49000000.000000,36811936.082460,10.416670,,,,,,3.203160,3.203160,,,,,,,0.256300,,22.000000,,,,,,,9399999.618530,14.058290,,2400.000100,,,
2015,Uganda,UGA,4.742300,1.553930,0.145490,0.059620,0.057910,4712.100000,0.125730,,0.000000,0.000000,85.940600,4176.713000,,0.000000,0.000000,,35408.106390,,5.076580,40.156300,100421907890000.000000,32387183730.100200,91582107734000.000000,32387183730.100200,5.187860,,4.133000,,2.793000,5.589690,5.187860,5.187860,149.962870,,,,,,39.470850,,39.300000,22.601360,,,4.700000,20.101400,75.762370,278000000.000000,3.802030,523000.000000,1303000.000000,,,
2015,Ukraine,UKR,-5.166860,-4.820900,2.098930,0.397600,0.438740,191067.800000,4.231470,,31.273340,59691.426000,15.450310,29490.014000,,53.889740,102859.350000,,249647.243200,,7.776080,157.364060,2328528050700.000000,91030967789.071700,1988544000000.000000,91030967789.071700,-9.772990,9.140000,22.581000,22.360000,9.140000,48.699870,38.881680,38.881680,180.499830,0.000000,0.250000,1.490000,7.130000,0.630000,48.285360,,8.100000,21.822940,,,21.600000,84.067580,14.702120,5408000000.000000,10.767760,23336000.000000,13025000.000000,0.038020,34610000.000000,
2015,United Arab Emirates,ARE,-8.372220,-9.204020,0.527740,0.321910,0.314390,195409.400000,21.914500,,69.195630,134267.205000,21.655410,42020.153000,,3.350650,6501.591000,,253027.511900,,3.583590,1439.300540,1393350908042.750000,370275469560.166000,1359836661959.710000,370275469560.166000,6.786770,,5.074000,,1.789000,4.069970,-16.267010,-16.267010,109.348730,,,,,,17.789650,,6.500000,,,,6.500000,97.116390,0.328250,16637099609.375000,,17890000.000000,19313000.000000,15.555540,57598340000.000000,29.405800
2015,United Kingdom,GBR,2.943580,2.131110,0.136980,0.137950,0.144940,401075.300000,6.159380,,35.297980,141322.513000,41.502300,166162.771000,,22.588000,90435.554000,,498506.331800,,9.754620,4446.996090,1916451000000.000000,2927911140916.730000,1916451000000.000000,2927911140916.730000,2.220260,5.301000,14.508000,14.632000,5.300000,0.368050,0.660990,0.660990,110.958020,,,,,,15.730700,,3.900000,,,,8.800000,84.981430,12.569260,,,77619000.000000,36792000.000000,,,
2015,United States,USA,3.542420,2.782920,0.274120,0.266340,0.274120,4990703.700000,15.560020,,29.785640,1484155.911000,42.798260,2132547.517000,,29.157010,1452832.397000,,6112057.281000,,16.481090,9243.621090,18206020741000.000000,18206020741000.000000,18206020741000.000000,18206020741000.000000,2.706370,5.280000,11.606000,11.624000,5.280000,0.118630,1.000540,1.000540,108.695720,0.000000,0.000000,0.760000,4.400000,0.770000,11.761730,,5.800000,3.260000,,,14.400000,93.555600,4.370690,144669000000.000000,5.219770,130364000.000000,176864531.250000,227.389070,41398501970000.000000,165.147850
2015,Uruguay,URY,0.755050,0.424730,0.115420,0.086070,0.089130,6657.200000,1.956380,,1.446770,95.342000,94.596360,6233.900000,,0.111290,7.334000,,36807.529170,,8.292260,1410.321530,1704959651000.000000,57680327998.668900,1576251491900.000000,57680327998.668900,0.370740,7.488000,22.856000,22.536000,7.490000,8.666270,9.855420,9.855420,150.098480,,,,,,16.921130,,7.700000,15.841080,98.930000,98.523870,18.600000,72.675630,23.149250,1384000000.000000,9.616870,2217000.000000,3286000.000000,,,
2015,Uzbekistan,UZB,,,1.152700,0.495930,0.475210,99358.200000,3.174500,,84.720590,86016.819000,7.328220,7440.343000,,5.450120,5533.503000,,163078.014800,,4.735970,131.748430,111767599490000.000000,86196264741.884200,221350905700000.000000,86196264741.884200,7.218770,5.150000,11.571000,,5.150000,8.751880,10.500700,10.500700,171.213360,,,,,,48.413690,,17.100000,13.773760,99.999960,99.983830,9.200000,51.360870,36.322780,1902000000.000000,12.967110,3491000.000000,1918000.000000,,,
2015,Vanuatu,VUT,4.017740,1.567790,0.183750,0.169900,0.174870,134.300000,0.485820,,0.000000,0.000000,94.294290,132.012000,,0.000000,0.000000,,705.923060,,4.321680,114.260210,59696000000.000000,730870802.967050,79657000000.000000,730870802.967050,0.366520,,10.476000,,5.239000,2.483270,5.863820,5.863820,107.149430,,,,,,7.640150,,22.900000,10.200800,,,18.200000,34.802540,63.752210,34000000.000000,7.015360,27000.000000,287000.000000,,,
2015,"Venezuela, RB",VEN,,,,,,163126.900000,5.343220,,26.726420,46471.891000,51.164650,88965.087000,,0.297360,517.047000,,415758.673500,,4.346290,490.222630,,,,,,,13.251000,,6.085000,121.738090,,,772.020090,,,,,,24.987780,,16.500000,19.395000,99.007630,96.605220,2.300000,65.080930,31.411280,3249000000.000000,6.897800,1539000.000000,882000.000000,,,
2015,Viet Nam,VNM,4.323210,3.241530,0.842240,0.270150,0.287770,201513.300000,2.185820,,9.789770,20480.195000,24.361360,50963.966000,,39.798870,83259.235000,,313934.389700,,4.565440,118.483820,3696825710000000.000000,239258328381.741000,5191323730000000.000000,239258328381.741000,6.987150,1.849000,6.351000,6.675000,1.850000,0.631200,-1.716510,-1.716510,144.550370,,,,,,43.479390,,17.500000,7.117500,,,7.700000,39.336220,57.762810,3595000000.000000,2.106550,,7944000.000000,9.924820,23745952132.364400,40.429630
2015,Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,,,,3748000000.000000,3663000000.000000,3663000000.000000,3663000000.000000,-0.425080,,26.429000,,12.170000,,3.187580,3.187580,,,,,,,,,,,,,,90.288230,6.594900,,,,2643000.000000,,,
2015,West Bank and Gaza,PSE,,,,,,,,,,0.000000,,3006.940000,,,0.000000,,,,,,13972400000.000000,13972400000.000000,13972400000.000000,13972400000.000000,3.721300,23.005000,37.115000,37.446000,23.000000,1.431610,-3.707010,-3.707010,110.990120,,,,,,,,15.800000,6.782110,99.341540,96.477120,,68.639430,25.034810,606000000.000000,7.926270,,432000.000000,2.292950,320380000.000000,9.594510
2015,"Yemen, Rep.",YEM,,,0.319290,,,13552.200000,0.475240,,13.341580,1895.839000,65.959550,9372.852000,,2.503160,355.699000,,27895.141750,,4.252860,63.300210,262568653800.000000,42444489522.230300,9797602983900.000000,42444489522.230300,-27.994550,,32.450000,,17.900000,,46.476250,46.476250,,,,,,,80.957240,,46.200000,,,,5.500000,48.721840,44.332570,79000000.000000,1.026320,,398000.000000,,,
2015,Zambia,ZMB,,,0.233240,0.090650,0.090990,4956.600000,0.305060,,0.000000,0.000000,59.236150,3003.273000,,9.547220,484.044000,,34395.359950,,4.435100,57.990550,125004000000.000000,21251216798.776200,183381000000.000000,21251216798.776200,2.920380,,17.336000,,8.340000,10.110590,6.659290,6.659290,144.042060,,,,0.280000,0.010000,12.248880,,47.200000,13.250000,,,8.700000,22.919560,76.402110,400000000.000000,4.510290,,932000.000000,,,
2015,Zimbabwe,ZWE,11.783520,9.420820,0.600540,0.366040,0.323880,11988.700000,0.846960,,0.000000,0.000000,29.247280,3626.663000,,64.852670,8041.731000,,30251.831350,,7.449830,105.098030,205404530300.000000,19963120600.000000,19963120600.000000,19963120600.000000,2.023650,,8.001000,,5.412000,-2.430970,0.367420,0.367420,106.213150,,,,,,25.786420,19.900000,42.100000,8.541770,,,18.000000,25.076380,73.959080,557000000.000000,7.720270,3393000.000000,2057000.000000,,,
2016,Afghanistan,AFG,,,0.475040,0.127700,0.132600,9294.930000,0.268360,,4.317040,319.029000,47.040810,3476.316000,,65.351000,4829.439000,,30864.983630,,11.818590,61.486460,1318530066902.860000,19566715275.930100,1222916881100.000000,18116572399.129800,2.260310,,14.909000,,10.092000,4.383890,-2.197530,-2.197530,138.708670,,,3.350000,23.840000,5.610000,75.974340,,51.100000,15.000000,,,4.000000,13.217040,84.636750,89000000.000000,1.214610,,,,,
2016,Albania,ALB,3.521730,3.687370,0.388740,0.129360,0.131640,4573.200000,1.590070,,3.272780,161.348000,68.207690,3362.639000,,0.297530,14.668000,,9191.743020,,6.666060,274.438600,1399548375100.000000,11764325094.212900,1472479000000.000000,11861199830.839600,3.314980,15.418000,36.172000,36.613000,15.420000,1.275430,-0.632650,-0.632650,112.817960,,,,,,57.053870,,8.400000,6.734170,,,4.700000,41.395780,55.902220,1338000000.000000,24.589210,4852000.000000,4736000.000000,,,
2016,Algeria,DZA,5.313210,3.234650,0.902880,0.322490,0.328090,154654.300000,3.833830,,54.929540,78741.491000,37.335100,53519.865000,,0.000000,0.000000,,262948.801900,,6.607500,262.132170,18510628563000.000000,171290560064.735000,17514635000000.000000,160034212126.018000,3.200000,10.202000,26.168000,25.716000,10.200000,6.397700,1.548880,1.548880,134.844870,,,,,,30.883600,,21.400000,8.000000,,,2.600000,69.078200,26.763010,556000000.000000,0.923640,4530000.000000,2039000.000000,,,
2016,American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,644000000.000000,661697709.923660,671000000.000000,671000000.000000,-1.679390,,,,,,1.405820,1.405820,,,,,,,,,,,,,,,,,,,20100.000380,,,
2016,Andorra,AND,,,0.162090,,,468.992000,6.465290,,0.000000,0.000000,99.867230,469.376000,,0.000000,0.000000,,585.850660,,7.008390,2796.619870,2571720000.000000,2893378230.939310,2616860000.000000,2896611878.625800,3.709680,,,,,,0.347800,0.347800,,,,,,,12.377320,,3.200000,,,,,,,,,,8025000.000000,,,
2016,Angola,AGO,-6.100560,-9.408320,0.334850,0.135230,0.144090,29520.700000,1.012550,,4.225180,1496.136000,50.640020,17931.630000,,0.000000,0.000000,,86726.868730,,2.713150,94.106160,1582061000000.000000,88161512322.200700,16549565000000.000000,52761617225.925300,-2.580110,,34.236000,,16.577000,30.698960,21.774310,21.774310,208.729630,,,,,,35.208930,25.900000,55.700000,15.780500,,,6.200000,36.054110,59.166810,823000000.000000,3.207700,,397000.000000,,,
